page,2013-04 pi,2013-04 pv,2013-05 pi,2013-05 pv,2013-06 pi,2013-06 pv,2013-07 pi,2013-07 pv,2013-08 pi,2013-08 pv,2013-09 pi,2013-09 pv,2013-10 pi,2013-10 pv,2013-11 pi,2013-11 pv,2013-12 pi,2013-12 pv,2014-01 pi,2014-01 pv,2014-02 pi,2014-02 pv,2014-03 pi,2014-03 pv,2014-04 pi,2014-04 pv,2014-05 pi,2014-05 pv,2014-06 pi,2014-06 pv,2014-07 pi,2014-07 pv,2014-08 pi,2014-08 pv,2014-09 pi,2014-09 pv,2014-10 pi,2014-10 pv,2014-11 pi,2014-11 pv,2014-12 pi,2014-12 pv,2015-01 pi,2015-01 pv,2015-02 pi,2015-02 pv,2015-03 pi,2015-03 pv,2015-04 pi,2015-04 pv,2015-05 pi,2015-05 pv,2015-06 pi,2015-06 pv,2015-07 pi,2015-07 pv,2015-08 pi,2015-08 pv,2015-09 pi,2015-09 pv,2015-10 pi,2015-10 pv,2015-11 pi,2015-11 pv,2015-12 pi,2015-12 pv,2016-01 pi,2016-01 pv,2016-02 pi,2016-02 pv,2016-03 pi,2016-03 pv,2016-04 pi,2016-04 pv,2016-05 pi,2016-05 pv,2016-06 pi,2016-06 pv,2016-07 pi,2016-07 pv,2016-08 pi,2016-08 pv,2016-09 pi,2016-09 pv,2016-10 pi,2016-10 pv,2016-11 pi,2016-11 pv,2016-12 pi,2016-12 pv,2017-01 pi,2017-01 pv,2017-02 pi,2017-02 pv,2017-03 pi,2017-03 pv,2017-04 pi,2017-04 pv,2017-05 pi,2017-05 pv,2017-06 pi,2017-06 pv,2017-07 pi,2017-07 pv,2017-08 pi,2017-08 pv,2017-09 pi,2017-09 pv,2017-10 pi,2017-10 pv,2017-11 pi,2017-11 pv,2017-12 pi,2017-12 pv,2018-01 pi,2018-01 pv,2018-02 pi,2018-02 pv,2018-03 pi,2018-03 pv,2018-04 pi,2018-04 pv,2018-05 pi,2018-05 pv,2018-06 pi,2018-06 pv,2018-07 pi,2018-07 pv,2018-08 pi,2018-08 pv,2018-09 pi,2018-09 pv,2018-10 pi,2018-10 pv,2018-11 pi,2018-11 pv,2018-12 pi,2018-12 pv,original names
prim%C3%A4renergieverbrauch-nach-energietr%C3%A4gern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,"[""prim%C3%A4renergieverbrauch-nach-energietr%C3%A4gern""]"
produzierendes-gewerbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,16,14,6,5,4,3,4,3,3,3,1,1,6,5,4,3,2,2,0,0,5,5,2,2,3,2,10,7,"[""produzierendes-gewerbe""]"
projektdatenbank-der-gef%C3%B6rderten-projekte-der-landesstelle-f%C3%BCr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,4,4,4,1,1,4,4,1,1,0,0,1,1,1,1,0,0,0,0,1,1,"[""projektdatenbank-der-gef%C3%B6rderten-projekte-der-landesstelle-f%C3%BCr""]"
publikationen-des-bezirksamtes-tempelhof-sch%C3%83%C2%B6neberg-von-berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""publikationen-des-bezirksamtes-tempelhof-sch%C3%83%C2%B6neberg-von-berlin""]"
publikationen-des-bezirksamtes-tempelhof-sch%C3%B6neberg-von-berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,3,3,2,2,1,1,2,2,34,27,19,19,6,6,2,2,2,2,5,5,1,1,4,1,2,2,3,3,2,2,0,0,1,1,1,1,1,1,4,4,3,1,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""publikationen-des-bezirksamtes-tempelhof-sch%C3%B6neberg-von-berlin""]"
puffer-und-filterfunktion-der-b%C3%B6den-2010-umweltatlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""puffer-und-filterfunktion-der-b%C3%B6den-2010-umweltatlas""]"
radioaktivit%C3%A4t-2011,0,0,0,0,16,16,12,12,14,13,18,15,21,20,16,12,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""radioaktivit%C3%A4t-2011""]"
radverkehrsanlagen-verkehrszeichen-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,15,14,3,3,13,11,2,2,3,3,9,8,3,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""radverkehrsanlagen-verkehrszeichen-wfs""]"
radverkehrsanlagen-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,11,2,2,6,4,2,2,5,5,6,6,11,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""radverkehrsanlagen-wfs""]"
radverkehrsanlagen-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,43,33,23,21,16,14,26,20,8,8,6,5,14,11,32,27,32,28,14,14,24,20,13,12,26,21,13,13,20,19,34,28,21,17,19,18,13,9,31,29,34,26,18,14,17,15,16,15,14,13,0,0,4,4,5,5,4,4,4,3,3,3,0,0,4,3,4,4,"[""radverkehrsanlagen-wms"", ""radverkehrsanlagen-wms-0"", ""radverkehrsanlagen-wms-1""]"
radz%C3%A4hldaten-berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,60,55,9,9,4,4,"[""radz%C3%A4hldaten-berlin""]"
rahmenvertrag-%C3%BCber-den-aufbau-und-betrieb-eines-elektronischen-stadtinformationssystems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,29,"[""rahmenvertrag-%C3%BCber-den-aufbau-und-betrieb-eines-elektronischen-stadtinformationssystems""]"
rahmenvertrag-%C3%BCber-den-aufbau-und-betrieb-eines-elektronischen-stadtinformationssystemsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[""rahmenvertrag-%C3%BCber-den-aufbau-und-betrieb-eines-elektronischen-stadtinformationssystemsn""]"
raumgliederung-berlins-2010,0,0,0,0,27,24,15,11,23,18,10,8,20,20,15,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""raumgliederung-berlins-2010"", ""raumgliederung-berlins-2010-0""]"
raumgliederung-berlins-2010-schl%C3%BCssel-und-bezeichnungen,0,0,0,0,9,8,13,10,14,12,7,7,9,6,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""raumgliederung-berlins-2010-schl%C3%BCssel-und-bezeichnungen""]"
rbs-adressen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,22,18,23,22,9,7,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-adressen"", ""rbs-adressen-0""]"
rbs-adressen-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,68,66,55,79,64,43,33,64,52,43,39,57,47,20,17,24,20,43,37,35,29,29,26,19,16,15,14,21,20,5,5,1,1,5,5,12,11,9,8,2,2,5,3,2,1,2,2,4,3,1,1,3,3,2,2,2,2,2,2,1,1,2,1,2,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"[""rbs-adressen-dezember-2014""]"
rbs-adressen-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,62,52,18,15,28,22,26,20,19,14,16,13,5,5,7,6,6,5,5,5,19,14,7,7,4,4,0,0,6,5,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-adressen-dezember-2015""]"
rbs-adressen-dezember-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,17,14,23,17,14,14,4,4,12,8,18,13,20,17,17,13,20,19,11,8,12,8,6,4,3,3,8,6,4,4,5,5,4,3,0,0,0,0,0,0,"[""rbs-adressen-dezember-2016""]"
rbs-adressen-dezember-2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-adressen-dezember-2017""]"
rbs-bezirke-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bezirke-2014""]"
rbs-bezirke-dezember-1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bezirke-dezember-1989""]"
rbs-bezirke-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,57,48,41,70,52,48,45,67,56,61,53,54,49,45,40,46,42,76,70,52,46,81,72,51,40,13,11,7,6,6,6,13,13,6,6,13,13,5,5,8,6,4,3,5,4,13,13,15,15,9,9,15,13,4,4,10,8,18,16,15,14,16,13,8,8,12,11,10,7,18,18,8,8,4,4,5,4,7,6,13,13,16,15,10,10,12,11,9,9,11,11,2,2,"[""rbs-bezirke-dezember-2014""]"
rbs-bezirke-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,73,37,32,25,24,18,15,30,24,20,17,7,6,14,13,5,4,3,2,21,19,6,6,6,6,0,0,0,0,0,0,2,2,1,1,4,4,3,3,0,0,4,4,2,2,2,2,3,3,1,1,2,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,"[""rbs-bezirke-dezember-2015""]"
rbs-bezirke-dezember-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,10,10,7,7,12,11,6,5,10,8,10,10,26,23,12,11,16,16,8,8,2,2,5,5,3,3,4,4,0,0,11,9,1,1,9,7,5,5,8,6,"[""rbs-bezirke-dezember-2016""]"
rbs-bl%C3%B6cke-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,24,21,18,17,15,10,19,15,6,6,8,7,19,15,26,24,33,30,12,12,17,11,19,15,17,15,26,22,14,14,18,14,7,5,10,6,7,7,7,4,7,5,3,2,11,10,11,6,10,8,3,2,5,5,4,4,5,5,4,4,10,8,2,2,6,5,4,4,6,5,3,2,1,1,2,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bl%C3%B6cke-dezember-2014""]"
rbs-bl%C3%B6cke-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,46,39,135,111,79,70,99,85,31,29,39,35,47,42,35,30,12,10,5,5,11,10,5,5,13,11,6,6,9,8,7,6,7,7,5,5,3,2,5,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bl%C3%B6cke-dezember-2015""]"
rbs-bl%C3%B6cke-dezember-2015Modifiziert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bl%C3%B6cke-dezember-2015Modifiziert""]"
rbs-bl%C3%B6cke-dezember-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,54,37,27,25,18,13,13,12,9,8,6,6,17,13,12,10,3,3,13,9,3,3,7,4,4,4,7,7,3,3,1,1,8,6,8,8,8,6,5,4,3,2,"[""rbs-bl%C3%B6cke-dezember-2016""]"
rbs-bl%F6cke-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bl%F6cke-dezember-2015""]"
rbs-bloecke-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bloecke-dezember-2015""]"
rbs-bl̦cke-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-bl̦cke-dezember-2014""]"
rbs-lor-lebensweltlich-orientierte-r%C3%A4ume-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,58,76,65,84,67,84,70,47,44,55,49,31,26,36,29,50,41,63,47,36,30,48,39,36,30,22,19,9,8,37,30,11,10,10,8,15,14,8,8,7,6,7,5,5,5,9,8,9,7,3,3,5,5,5,5,12,11,7,6,13,10,20,18,6,5,15,13,10,8,3,3,8,8,3,3,0,0,6,6,10,10,12,11,6,6,4,3,9,8,5,4,3,3,"[""rbs-lor-lebensweltlich-orientierte-r%C3%A4ume-dezember-2014""]"
rbs-lor-lebensweltlich-orientierte-r%C3%A4ume-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,72,50,39,15,15,9,8,16,14,18,17,10,9,19,18,24,21,15,12,20,16,17,14,8,8,18,17,22,17,6,6,17,14,25,18,16,13,15,11,17,17,10,10,8,7,2,2,32,24,6,5,5,5,5,5,1,1,6,6,3,3,2,2,6,6,3,3,"[""rbs-lor-lebensweltlich-orientierte-r%C3%A4ume-dezember-2015""]"
rbs-ortsteile-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,66,64,43,44,37,49,45,96,58,42,38,40,35,44,32,29,27,34,31,36,34,75,65,37,35,12,12,5,5,4,4,7,5,1,1,1,1,2,2,8,7,1,1,1,1,6,5,3,3,4,4,5,5,3,3,6,6,4,3,7,7,7,6,5,5,4,4,3,3,2,2,2,2,11,10,12,10,6,5,4,4,4,3,7,7,7,6,8,7,11,11,3,2,"[""rbs-ortsteile-dezember-2014""]"
rbs-ortsteile-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,49,70,67,24,24,41,29,12,12,19,17,7,5,8,7,5,5,3,3,6,5,3,3,8,6,4,4,3,3,2,2,1,1,0,0,5,5,7,6,5,4,5,4,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,1,1,6,5,1,1,2,2,"[""rbs-ortsteile-dezember-2015""]"
rbs-ortsteile-dezember-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,84,45,44,2,2,16,15,27,23,13,12,14,11,13,11,14,11,9,7,2,1,4,4,11,6,2,2,1,1,9,4,8,7,2,2,1,1,5,5,5,5,"[""rbs-ortsteile-dezember-2016""]"
rbs-plz-postleitzahlengebiete-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,125,80,76,47,41,59,52,44,42,38,34,29,25,37,32,30,28,42,37,33,29,35,32,26,23,12,11,4,4,2,2,3,3,1,1,2,2,3,3,1,1,2,2,2,2,4,1,3,2,1,1,3,2,5,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-plz-postleitzahlengebiete-dezember-2014""]"
rbs-plz-postleitzahlengebiete-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,67,82,72,21,19,29,23,24,19,20,19,23,22,9,9,7,6,11,11,8,7,7,7,9,9,8,8,11,9,7,7,7,6,1,1,6,5,9,7,3,2,5,4,4,4,9,8,2,2,3,3,1,1,3,3,4,3,3,2,2,2,3,3,2,2,1,1,"[""rbs-plz-postleitzahlengebiete-dezember-2015""]"
